CDISP_method,ATLD_method,NOAM_type,isStatic_type,NOI_project,NOCS_project,CFNAMM_type,number_not_final_not_static_methods,number_public_visibility_methods,number_constructor_NotDefaultConstructor_methods,number_final_methods,NOPK_project,LCOM5_type,LOC_project,MaMCL_method,isStatic_method,LOC_type,number_not_abstract_not_final_methods,CBO_type,number_not_final_static_methods,NOP_method,FDP_method,NOM_project,DIT_type,number_protected_visibility_methods,LAA_method,num_static_not_final_attributes,number_constructor_DefaultConstructor_methods,AMWNAMM_type,NOMNAMM_project,LOC_package,NIM_type,NOI_package,TCC_type,number_static_methods,NOAV_method,WOC_type,NOM_type,number_package_visibility_methods,number_final_not_static_methods,RFC_type,number_final_static_methods,MAXNESTING_method,number_protected_visibility_attributes,NOA_type,NOCS_package,NOII_type,ATFD_method,ATFD_type,num_final_not_static_attributes,number_private_visibility_attributes,number_standard_design_methods,NMO_type,CFNAMM_method,NMCS_method,FANOUT_method,num_final_attributes,AMW_type,CINT_method,number_private_visibility_methods,CM_method,LOCNAMM_type,CC_method,CLNAMM_method,NOLV_method,number_package_visibility_attributes,CYCLO_method,WMC_type,NOM_package,num_final_static_attributes,NOPA_type,num_static_attributes,FANOUT_type,NOCS_type,LOC_method,num_not_final_not_static_attributes,WMCNAMM_type,MeMCL_method,NOC_type,number_abstract_methods,NOMNAMM_package,NOMNAMM_type,SMELLS
0.333333,1,0,0,38,497,29,1,4,1,0,24,1.0,117757,0,1,531,22,16,21,4,3,5768,1,0,0.090909,0,0,4.363636,4374,3513,0,0,0.175,21,26,1,22,12,0,77,0,3,0,2,24,0,10,26,0,1,21,0,9,0,6,2,4.363636,18,6,1,531,1,9,13,1,8,96,212,2,0,2,13,0,57,0,96,0,0,0,154,22,False
0.428571,3,0,0,38,497,9,9,3,1,0,24,1.0,117757,0,0,442,10,3,1,1,1,5768,1,0,0.428571,0,0,8.0,4374,608,0,0,1.0,1,30,1,10,0,0,21,0,8,0,6,5,0,2,2,0,6,9,0,5,0,3,5,8.0,7,7,1,442,1,4,21,0,16,80,24,5,0,5,5,2,103,1,80,0,0,0,21,10,False
0.6,1,2,0,38,497,15,5,13,1,0,24,0.961538,117757,0,0,341,14,16,9,1,4,5768,1,0,0.083333,1,0,7.166667,4374,1328,0,3,0.090909,9,20,0.785714,14,0,0,37,0,3,0,2,7,0,11,34,0,1,11,0,5,0,3,0,6.285714,5,1,0,331,0,0,8,0,12,88,72,0,1,1,11,0,33,1,86,0,0,0,62,12,True
1.0,13,1,0,38,497,1,14,6,1,0,24,0.840136,117757,0,0,1458,15,1,1,5,0,5768,1,0,1.0,9,0,7.785714,4374,11055,0,0,1.0,1,44,1,15,0,0,16,0,6,0,21,33,0,0,0,0,14,13,0,1,0,1,0,7.666667,1,9,1,1421,1,7,21,9,11,115,293,0,0,9,1,0,150,14,109,0,0,0,277,14,False
1.0,11,1,0,38,497,1,14,6,1,0,24,0.840136,117757,0,0,1458,15,1,1,5,0,5768,1,0,1.0,9,0,7.785714,4374,11055,0,0,1.0,1,45,1,15,0,0,16,0,8,0,21,33,0,0,0,0,14,13,0,1,0,1,0,7.666667,1,9,1,1421,1,5,24,9,23,115,293,0,0,9,1,0,217,14,109,0,0,0,277,14,True
0.207792,2,25,0,38,497,227,76,18,1,0,24,0.961088,117757,0,0,2345,76,65,0,5,10,5768,2,11,0.04878,0,0,7.117647,4374,73431,35,11,0.405045,0,149,0.722222,76,47,0,420,0,6,45,49,245,0,35,163,0,1,50,10,55,0,16,2,5.171053,77,0,1,2147,1,4,74,3,101,393,3557,2,0,2,60,4,345,47,363,0,0,0,2644,51,True
0.377778,5,50,0,38,497,119,170,158,1,1,24,0.950944,117757,0,0,3107,174,54,4,8,4,5768,1,1,0.294118,1,0,2.44,4374,73431,0,11,0.610066,4,54,0.617143,175,10,1,348,0,7,7,28,245,0,12,80,0,4,124,1,40,0,17,18,2.194286,45,6,1,2282,1,9,33,0,26,384,3557,18,17,19,44,1,115,9,305,0,4,0,2644,125,True
0.485714,4,10,0,38,497,134,59,50,1,0,24,0.967855,117757,0,0,2573,60,49,1,4,6,5768,1,0,0.190476,0,0,8.28,4374,73431,0,11,0.624916,1,54,0.655738,60,6,0,255,0,9,0,29,245,0,15,153,0,15,49,0,27,0,17,13,7.216667,35,4,0,2411,0,2,25,3,38,433,3557,13,11,13,48,5,150,16,414,0,0,0,2644,50,True
0.0,11,3,0,38,497,3,19,8,3,1,24,0.918263,117757,0,0,1137,27,1,8,5,0,5768,1,0,1.0,1,0,7.08,4374,73431,0,11,0.6,9,28,0.241379,28,0,0,31,1,6,0,29,245,0,0,0,0,8,22,0,0,0,0,22,6.5,0,20,0,1109,0,1,14,0,35,182,3557,22,21,23,1,0,110,6,177,0,0,0,2644,25,True
0.189189,6,4,0,38,497,29,16,14,2,0,24,0.859375,117757,3,0,611,17,12,1,5,6,5768,1,2,0.146341,0,0,8.0,4374,73431,0,11,0.409524,1,81,0.625,17,1,0,86,0,7,5,8,245,0,35,48,0,1,11,0,15,2,7,2,6.529412,37,0,1,562,1,4,29,0,49,111,3557,2,2,2,9,0,223,6,104,3,0,0,2644,13,True
0.545455,0,0,0,38,497,52,6,14,1,0,24,0.868421,117757,0,1,652,20,18,14,4,3,5768,1,0,0.0,0,0,7.65,4374,73431,0,11,0.07619,14,28,1,20,1,0,74,0,6,0,2,245,1,13,30,0,2,19,0,11,0,6,0,7.65,11,5,0,652,0,0,16,0,29,153,3557,0,0,0,16,0,103,2,153,0,0,0,2644,20,True
1.0,4,5,0,54,465,23,18,15,2,0,22,0.901176,171667,0,1,444,26,10,8,1,0,7652,1,0,1.0,0,0,3.047619,6749,3186,0,2,0.463158,8,6,0.344828,26,6,0,58,0,1,0,17,4,0,0,22,0,3,19,0,1,0,1,8,2.653846,1,5,1,419,1,1,2,0,1,69,172,8,14,8,8,0,12,9,64,0,0,0,112,21,True
0.0,4,5,0,54,465,23,18,15,2,0,22,0.901176,171667,0,1,444,26,10,8,1,0,7652,1,0,1.0,0,0,3.047619,6749,3186,0,2,0.463158,8,6,0.344828,26,6,0,58,0,1,0,17,4,0,0,22,0,3,19,0,0,0,0,8,2.653846,0,5,4,419,1,1,2,0,1,69,172,8,14,8,8,0,10,9,64,0,0,0,112,21,False
0.0,0,5,0,54,465,23,18,15,2,0,22,0.901176,171667,0,1,444,26,10,8,1,0,7652,1,0,0.0,0,0,3.047619,6749,3186,0,2,0.463158,8,2,0.344828,26,6,0,58,0,1,0,17,4,0,0,22,0,3,19,0,0,0,0,8,2.653846,0,5,3,419,3,1,2,0,1,69,172,8,14,8,8,0,6,9,64,0,0,0,112,21,False
0.642857,21,47,0,54,465,56,67,100,2,0,22,0.95083,171667,0,1,1512,104,29,37,4,3,7652,1,0,0.35,0,0,3.157895,6749,3186,0,2,0.389404,37,73,0.464912,104,1,0,173,0,2,0,31,4,0,39,72,0,10,55,0,14,0,9,5,2.201923,14,3,0,1211,0,2,10,7,41,229,172,5,14,5,21,0,239,26,180,0,1,0,112,57,False
0.461538,1,0,0,54,465,90,10,0,1,0,22,0.0,171667,0,0,1147,11,77,1,5,5,7652,3,0,0.066667,0,0,14.636364,6749,69768,183,12,0.0,1,32,0,11,9,0,427,0,6,0,0,106,0,14,89,0,0,10,0,9,0,6,0,14.636364,13,2,1,1147,1,0,14,0,22,161,2620,0,0,0,30,0,105,0,161,0,1,0,2196,11,False
0.578947,0,0,0,54,465,38,12,4,1,0,22,0.53125,171667,0,1,496,17,23,5,5,6,7652,1,0,0.0,0,0,9.882353,6749,69768,0,12,0.458333,5,29,1,17,13,0,57,0,7,0,2,106,0,16,45,0,0,16,0,17,0,11,0,9.882353,19,0,1,496,1,1,13,2,26,168,2620,0,0,0,16,0,103,2,168,0,0,0,2196,17,True
0.6,0,0,0,54,465,77,19,1,5,0,22,0.952381,171667,0,1,1261,22,57,3,7,8,7652,3,0,0.0,0,0,9.0,6749,69768,58,12,0.073529,3,40,1,22,21,0,224,0,6,0,4,106,0,21,77,0,0,17,0,17,0,12,0,9.0,20,0,0,1261,0,1,19,4,25,198,2620,0,0,0,31,0,145,4,198,0,2,0,2196,22,True
0.538462,3,0,0,54,465,165,136,0,1,0,22,0.848148,171667,0,0,5428,136,68,0,5,6,7652,2,3,0.176471,0,0,6.830882,6749,69768,48,12,0.828524,0,36,0,136,108,0,369,0,6,3,4,106,0,13,408,1,0,135,2,10,0,7,1,6.830882,13,25,0,5428,0,3,16,1,24,929,2620,0,0,0,48,1,132,3,929,0,1,0,2196,136,True
1.0,2,31,0,54,465,42,61,57,2,0,22,0.972348,171667,0,1,1012,67,36,6,4,5,7652,1,0,0.2,0,0,3.972222,6749,69768,0,12,0.15625,6,28,0.430769,67,9,0,123,0,6,0,40,106,1,7,63,1,4,34,0,4,0,5,10,2.597015,5,1,0,849,0,2,16,28,25,174,2620,9,8,9,25,0,122,30,143,0,0,0,2196,36,True
0.666667,2,10,0,54,465,43,61,46,1,0,22,0.960606,171667,0,0,1606,61,21,0,8,5,7652,1,0,0.153846,0,0,4.235294,6749,2931,0,1,0.235028,0,26,0.782609,61,15,0,110,0,6,5,22,5,1,11,25,14,8,50,0,5,0,4,15,3.704918,6,0,0,1544,0,5,13,9,26,226,188,1,0,1,15,1,143,7,216,0,1,0,168,51,True
0.5,19,6,0,54,465,44,62,28,8,0,22,0.980105,171667,0,0,5377,78,12,16,4,2,7652,1,2,0.59375,31,0,14.083333,6749,6397,0,0,0.218462,16,65,0.793103,78,1,0,132,0,7,0,94,15,0,11,206,0,94,64,0,6,0,3,23,13.230769,6,47,0,5281,0,12,34,3,97,1032,120,23,1,54,17,7,429,44,1014,0,0,0,114,72,True
0.25,19,1,0,54,465,12,30,7,1,0,22,0.875332,171667,0,0,1505,30,3,0,6,1,7652,1,19,0.904762,0,0,8.62069,6749,2856,0,0,0.849003,0,33,0.75,30,2,0,42,0,7,25,39,11,0,2,5,2,1,28,0,4,0,1,11,8.366667,4,2,4,1496,2,2,12,12,42,251,130,9,1,9,3,3,183,28,250,0,18,0,121,29,True
0.0,1,4,0,30,764,0,7,7,0,0,35,0.777778,120720,0,0,79,7,0,0,0,0,4305,1,0,1.0,0,0,1.0,3256,467,0,0,0.238095,0,1,0.428571,7,0,0,7,0,1,0,3,6,1,0,0,0,3,3,1,0,0,0,0,1.285714,0,0,1,45,1,0,0,0,1,9,20,0,0,0,0,0,5,3,3,0,0,0,16,3,True
0.0,2,4,0,30,764,0,7,7,0,0,35,0.777778,120720,0,0,79,7,0,0,1,0,4305,1,0,1.0,0,0,1.0,3256,467,0,0,0.238095,0,3,0.428571,7,0,0,7,0,1,0,3,6,1,0,0,0,3,3,1,0,0,0,0,1.285714,0,0,1,45,1,0,1,0,3,9,20,0,0,0,0,0,9,3,3,0,0,0,16,3,True
0.0,1,4,0,30,764,0,7,7,0,0,35,0.777778,120720,0,0,79,7,0,0,1,0,4305,1,0,1.0,0,0,1.0,3256,467,0,0,0.238095,0,2,0.428571,7,0,0,7,0,1,0,3,6,1,0,0,0,3,3,1,0,0,0,0,1.285714,0,0,0,45,0,0,1,0,1,9,20,0,0,0,0,0,5,3,3,0,0,0,16,3,False
0.666667,0,0,0,30,764,5,5,4,1,0,35,0.75,120720,0,0,233,5,5,0,0,0,4305,6,0,0.0,0,0,3.0,3256,467,114,0,0.333333,0,17,1,5,0,0,18,0,4,0,1,6,0,0,0,0,1,4,2,3,0,2,0,3.0,3,1,1,233,1,0,15,0,7,15,20,0,0,0,3,1,137,1,15,0,0,0,16,5,False
0.333333,0,0,0,30,764,4,1,1,0,0,35,0.0,120720,0,0,239,1,6,0,0,3,4305,2,0,0.0,0,0,25.0,3256,1875,44,0,1.0,0,32,0,1,0,0,13,0,8,0,0,14,0,10,10,0,0,1,1,4,0,4,0,25.0,12,0,0,239,0,0,24,0,25,25,65,0,0,0,4,0,235,0,25,0,0,0,40,1,False
0.444444,0,0,0,30,764,18,1,2,0,0,35,1.0,120720,0,1,1405,2,23,1,1,0,4305,7,0,0.0,1,0,12.5,3256,2029,158,0,0.0,1,20,0.666667,2,0,0,90,0,9,0,9,12,0,0,2,0,8,2,1,9,0,4,2,12.5,9,0,1,1405,1,0,19,0,21,25,54,2,1,3,12,6,177,6,25,0,0,0,39,2,False
0.388889,1,9,0,30,764,46,25,26,0,0,35,0.972906,120720,2,0,2396,30,22,5,1,4,4305,6,3,0.090909,3,0,4.142857,3256,7792,129,2,0.073892,5,22,0.607143,30,0,0,93,0,4,0,14,29,0,10,15,0,12,21,0,8,3,7,1,3.4,18,1,22,2297,22,0,7,0,7,102,230,1,2,4,25,6,77,10,87,2,22,0,163,21,True
0.666667,1,0,0,30,764,11,0,15,0,0,35,0.933333,120720,0,1,625,16,3,16,4,0,4305,1,0,1.0,1,0,4.0625,3256,12350,0,14,0.057143,16,15,1,16,0,0,29,0,6,0,1,35,0,0,2,0,1,16,0,3,0,2,0,4.0625,3,1,0,625,0,3,14,0,12,65,880,0,0,1,4,1,120,0,65,0,0,0,591,16,True
0.4,1,0,0,30,764,15,1,2,0,0,35,1.0,120720,0,1,1280,2,23,1,5,0,4305,7,0,1.0,1,0,12.0,3256,1908,158,0,0.0,1,27,0.666667,2,0,0,91,0,7,0,9,12,0,0,3,0,8,2,1,10,0,4,2,12.0,10,0,1,1280,1,0,26,0,21,24,62,2,1,3,10,5,193,6,24,0,0,0,40,2,False
0.1,6,0,0,30,764,6,6,6,1,0,35,0.95,120720,1,0,305,6,4,0,4,2,4305,1,0,0.428571,1,0,5.5,3256,4016,0,2,0.6,0,35,1,6,0,0,29,0,7,0,8,17,2,9,9,0,8,5,0,5,1,2,6,5.5,20,0,0,305,0,0,13,0,20,33,326,6,0,7,4,0,177,1,33,1,0,0,203,6,True
1.0,1,0,0,57,262,8,8,7,1,0,26,0.142857,34404,0,0,88,8,2,0,1,0,1805,1,0,1.0,0,0,1.25,1524,1578,0,3,1.0,0,2,1,8,1,0,16,0,1,0,1,16,1,0,0,0,1,7,1,1,0,1,0,1.25,1,0,0,88,0,0,1,0,1,10,136,0,0,0,2,0,4,1,10,0,0,0,130,8,False
1.0,1,0,0,57,262,8,8,7,1,0,26,0.142857,34404,0,0,88,8,2,0,0,0,1805,1,0,1.0,0,0,1.25,1524,1578,0,3,1.0,0,1,1,8,1,0,16,0,1,0,1,16,1,0,0,0,1,7,1,1,0,1,0,1.25,1,0,0,88,0,0,0,0,1,10,136,0,0,0,2,0,4,1,10,0,0,0,130,8,False
1.0,1,0,0,57,262,8,8,7,1,0,26,0.142857,34404,0,0,88,8,2,0,0,0,1805,1,0,1.0,0,0,1.25,1524,1578,0,3,1.0,0,3,1,8,1,0,16,0,2,0,1,16,1,0,0,0,1,7,1,1,0,1,0,1.25,1,0,0,88,0,0,2,0,2,10,136,0,0,0,2,0,16,1,10,0,0,0,130,8,False
0.263158,7,0,0,57,262,22,5,2,2,0,26,0.895833,34404,0,0,1566,9,4,4,1,0,1805,1,0,0.466667,0,0,10.0,1524,1627,0,3,1.0,4,43,1,9,2,0,49,0,8,0,6,8,1,0,0,2,9,7,0,11,0,5,9,10.0,19,5,0,1566,0,4,24,0,35,90,92,7,0,7,7,6,284,0,90,0,0,0,64,9,False
0.428571,2,0,0,57,262,17,1,15,1,0,26,0.944444,34404,0,1,776,23,11,22,1,3,1805,1,0,0.5,0,0,4.565217,1524,2551,0,5,0.114286,22,21,0,23,0,0,42,0,8,0,9,16,0,3,7,0,7,22,0,7,0,3,9,4.565217,7,8,0,776,0,1,17,0,21,105,142,9,2,9,8,4,104,0,105,0,0,0,117,23,True
0.571429,2,0,1,57,262,9,4,0,1,0,26,1.0,34404,0,0,76,4,8,0,2,3,1805,2,0,0.166667,0,0,2.25,1524,3957,3,0,0.333333,0,21,0,4,4,0,16,0,2,0,2,29,0,10,2,1,2,3,0,7,0,4,2,2.25,7,0,1,76,1,0,9,0,4,9,129,1,0,1,4,0,51,0,9,0,0,0,105,4,True
0.809524,13,3,0,57,262,71,21,8,1,1,26,0.975914,34404,2,0,1583,28,58,7,4,9,1805,3,0,0.448276,0,0,6.076923,1524,1583,4,0,0.809524,7,57,0.875,29,0,1,154,0,9,0,43,2,1,16,44,2,44,25,5,16,2,17,40,5.62069,21,21,0,1538,0,0,29,0,22,163,32,38,0,38,38,1,169,4,158,2,0,0,29,26,False
0.416667,11,0,0,57,262,30,3,3,0,0,26,0.733333,34404,0,0,228,4,25,1,4,6,1805,2,1,0.52381,0,0,7.75,1524,3757,0,10,0.5,1,55,0,4,0,0,44,0,6,10,10,42,1,12,12,0,1,4,0,27,0,15,1,7.75,36,0,3,228,3,0,29,0,23,31,219,1,0,1,19,0,159,10,31,0,3,0,137,4,True
