number_constructor_NotDefaultConstructor_methods,NOAM_type,isStatic_type,NOI_project,NOCS_project,CFNAMM_type,number_not_final_not_static_methods,number_public_visibility_methods,NOPK_project,num_static_attributes,LOC_project,LOC_type,number_not_abstract_not_final_methods,CBO_type,number_not_final_static_methods,NOM_project,DIT_type,num_static_not_final_attributes,number_constructor_DefaultConstructor_methods,AMWNAMM_type,NOCS_type,NOI_package,TCC_type,number_static_methods,ATFD_type,WOC_type,NOM_type,number_final_not_static_methods,RFC_type,number_final_static_methods,number_protected_visibility_attributes,num_final_not_static_attributes,NOA_type,NOCS_package,NOII_type,LOC_package,LCOM5_type,number_protected_visibility_methods,number_standard_design_methods,NMO_type,FANOUT_type,num_final_attributes,AMW_type,number_private_visibility_methods,LOCNAMM_type,number_package_visibility_methods,number_private_visibility_attributes,number_package_visibility_attributes,WMC_type,NOM_package,num_final_static_attributes,NOPA_type,number_final_methods,NOMNAMM_project,NIM_type,num_not_final_not_static_attributes,WMCNAMM_type,NOC_type,number_abstract_methods,NOMNAMM_package,NOMNAMM_type,SMELLS
0,6,1,87,795,0,7,7,108,0,25691,24,7,2,0,4165,1,0,1,0.0,0,3,0.2,0,0,0,6,0,6,0,0,0,3,31,0,423,0.8,0,0,0,0,0,1.0,0,24,0,3,0,6,87,0,0,0,3476,0,3,0,1,0,23,0,False
0,6,1,87,795,0,7,7,108,0,25691,25,7,2,0,4165,1,0,1,0.0,0,0,0.2,0,0,0,6,0,6,0,0,0,3,128,0,1934,0.8,0,0,0,0,0,1.0,0,25,0,3,0,6,410,0,0,0,3476,0,3,0,0,0,327,0,False
1,6,1,87,795,0,7,7,108,0,25691,29,7,2,0,4165,1,0,0,1.0,0,0,0.2,0,0,0.142857,7,0,7,0,0,0,3,128,0,1934,0.833333,0,0,0,0,0,1.0,0,29,0,3,0,7,410,0,0,0,3476,0,3,1,0,0,327,1,False
0,6,0,87,795,0,7,7,108,0,25691,24,7,2,0,4165,1,0,1,0.0,0,0,0.2,0,0,0,6,0,6,0,0,0,3,11,0,210,0.8,0,0,0,0,0,1.0,0,24,0,3,0,6,49,0,0,0,3476,0,3,0,0,0,16,0,False
0,6,0,87,795,0,6,6,108,0,25691,23,6,2,0,4165,1,0,0,0.0,0,0,0.2,0,0,0,6,0,6,0,0,0,3,11,0,210,0.8,0,0,0,0,0,1.0,0,23,0,3,0,6,49,0,0,0,3476,0,3,0,0,0,16,0,False
0,8,0,87,795,0,8,8,108,0,25691,31,8,1,0,4165,1,0,0,0.0,0,0,0.142857,0,0,0,8,0,8,0,0,0,4,11,0,210,0.857143,0,0,0,0,0,1.0,0,31,0,4,0,8,49,0,0,0,3476,0,4,0,0,0,16,0,False
1,0,0,212,1855,1,4,4,382,0,102803,17,4,2,0,11709,1,0,0,1.0,0,1,0.333333,0,0,1,4,0,5,0,0,0,1,4,1,73,0.666667,0,3,0,1,0,1.0,0,17,0,1,0,4,19,0,0,0,8793,0,1,4,0,0,19,4,False
0,0,0,212,1855,3,1,1,382,1,102803,19,1,12,0,11709,3,1,0,3.0,0,0,1.0,0,1,1,1,0,19,0,1,0,1,24,0,1128,0.0,0,1,1,3,0,3.0,0,19,0,0,0,3,75,0,0,0,8793,15,0,3,3,0,74,1,True
1,4,0,212,1855,0,5,5,382,0,102803,15,5,0,0,11709,1,0,0,1.0,0,0,0.333333,0,0,0.2,5,0,5,0,2,0,2,4,0,303,0.75,0,0,0,0,0,1.0,0,3,0,0,0,5,57,0,0,0,8793,0,2,1,0,0,53,1,True
1,10,1,212,1855,0,11,11,382,0,102803,23,11,0,0,11709,1,0,0,1.0,0,0,0.177778,0,0,0.066667,11,0,11,0,0,0,4,22,0,3199,0.85,0,0,0,0,0,1.0,0,23,0,0,0,11,232,0,4,0,8793,0,4,1,0,0,180,1,True
1,6,0,212,1855,0,7,7,382,0,102803,83,7,0,0,11709,1,0,0,1.0,3,0,0.2,0,0,0.142857,7,0,7,0,0,0,3,22,0,3199,0.833333,0,0,0,0,0,1.0,0,65,0,3,0,7,232,0,0,0,8793,0,3,1,0,0,180,1,True
0,8,1,212,1855,0,8,8,382,0,102803,18,8,0,0,11709,1,0,0,0.0,0,0,0.142857,0,0,0,8,0,8,0,0,0,4,22,0,3199,0.857143,0,0,0,0,0,1.0,0,18,0,4,0,8,232,0,0,0,8793,0,4,0,0,0,180,0,True
1,12,1,212,1855,0,13,13,382,0,102803,30,13,0,0,11709,1,0,0,1.0,0,0,0.090909,0,0,0.076923,13,0,13,0,0,0,6,22,0,3199,0.916667,0,0,0,0,0,1.0,0,30,0,6,0,13,232,0,0,0,8793,0,6,1,0,0,180,1,True
0,10,0,212,1855,0,11,11,382,0,102803,48,11,1,0,11709,2,0,1,0.0,0,3,0.2,0,0,0,10,0,14,0,0,0,4,11,0,463,0.833333,0,0,0,0,0,1.0,0,48,0,4,0,10,97,0,0,0,8793,4,4,0,0,0,34,0,True
1,7,0,212,1855,0,8,8,382,0,102803,52,8,0,0,11709,1,0,0,6.0,0,0,0.047619,0,0,0.125,8,0,8,0,0,0,6,10,0,420,0.97619,0,0,0,0,0,1.625,0,31,0,6,0,13,77,0,0,0,8793,0,6,6,0,0,59,1,True
2,12,0,212,1855,0,14,14,382,0,102803,52,14,0,0,11709,1,0,0,1.0,0,0,0.090909,0,0,0.142857,14,0,14,0,0,0,6,17,1,1154,0.923077,0,0,0,0,0,1.0,0,52,0,6,0,14,172,0,0,0,8793,0,6,2,0,0,92,2,True
0,6,0,212,1855,0,6,6,382,0,102803,15,6,0,0,11709,1,0,0,0.0,0,0,0.2,0,0,0,6,0,6,0,0,0,3,17,0,1154,0.8,0,0,0,0,0,1.0,0,15,0,3,0,6,172,0,0,0,8793,0,3,0,0,0,92,0,True
1,12,0,212,1855,0,13,13,382,0,102803,57,13,0,0,11709,1,0,0,1.0,0,0,0.151515,0,0,0.076923,13,0,13,0,6,0,6,6,1,444,0.888889,0,0,0,0,0,1.153846,0,57,0,0,0,15,54,0,0,0,8793,0,6,1,1,0,27,1,True
0,10,0,212,1855,0,11,11,382,0,102803,22,11,0,0,11709,1,0,1,0.0,0,1,0.111111,0,0,0,10,0,10,0,0,0,5,3,0,62,0.888889,0,0,0,0,0,1.0,0,22,0,5,0,10,30,0,0,0,8793,0,5,0,0,0,8,0,False
1,1,0,95,2250,4,3,4,29,1,130132,61,4,2,1,10364,4,1,0,1.0,2,3,0.0,1,0,0.75,5,1,9,0,0,0,1,80,0,4694,1.0,0,3,3,4,0,1.0,1,57,0,1,0,5,492,0,0,1,9519,23,0,4,0,0,455,4,True
0,0,0,95,2250,1,2,1,29,0,130132,24,2,1,0,10364,1,0,1,7.0,0,3,1.0,0,0,0,1,0,2,0,0,0,0,80,1,4694,0.0,0,1,0,1,0,7.0,0,24,1,0,0,7,492,0,0,0,9519,0,0,7,0,0,455,1,True
0,4,0,95,2250,0,9,9,29,0,130132,17,9,0,0,10364,2,0,1,1.0,0,3,0.142857,0,0,0.5,8,0,8,0,0,0,4,80,0,4694,0.857143,0,4,4,0,0,1.0,0,5,0,4,0,8,492,0,0,0,9519,4,4,4,0,0,455,4,False
1,3,0,95,2250,0,4,4,29,7,130132,45,4,0,0,10364,1,0,0,1.0,0,2,0.0,0,0,0.090909,4,0,4,0,0,0,10,34,0,6146,1.0,0,0,0,0,7,1.0,0,20,0,3,0,4,432,7,7,0,9519,0,3,1,0,0,408,1,False
3,8,0,95,2250,52,63,45,29,5,130132,1371,64,51,1,10364,5,1,0,4.089286,2,2,0.088627,1,7,0.826087,64,0,241,0,0,3,13,31,1,7044,0.965812,7,53,4,19,7,3.859375,10,1286,2,12,0,247,294,4,1,0,9519,169,5,229,0,0,280,56,True
1,5,0,95,2250,57,26,12,29,2,130132,1079,26,28,0,10364,6,0,0,3.047619,24,4,0.383333,0,25,0.571429,26,0,129,0,0,0,35,1001,1,33723,0.948571,1,20,2,35,2,2.653846,9,1058,4,25,8,69,2606,2,2,0,9519,529,33,64,0,0,2415,21,False
1,10,1,95,2250,0,11,11,29,0,130132,27,11,1,0,10364,1,0,0,1.0,0,4,0.111111,0,0,0.090909,11,0,11,0,0,0,5,1001,0,33723,0.9,0,0,0,0,0,1.0,0,27,0,5,0,11,2606,0,0,0,9519,0,5,1,0,0,2415,1,False
1,7,0,95,2250,56,47,40,29,2,130132,1008,47,28,0,10364,2,0,0,2.875,14,3,0.398671,0,14,0.825,47,0,115,0,0,2,10,38,1,2130,0.917391,4,39,1,20,4,2.595745,3,965,0,10,0,122,306,2,0,0,9519,7,6,115,1,0,289,40,False
1,1,0,95,2250,76,31,8,29,2,130132,1881,31,47,0,10364,7,0,0,2.4,34,1,0.428571,0,146,0.875,31,0,116,0,2,18,22,119,0,4772,0.981818,0,29,0,60,20,2.387097,23,1858,0,20,0,74,380,2,0,0,9519,533,2,72,0,0,332,30,False
